# x_m,y_m,w_tr_right_m,w_tr_left_m
30.4954,22.5387,0.9087,0.9087
30.4053,22.6288,0.8746,0.8746
30.3152,22.6288,0.8746,0.8746
30.2251,22.7188,0.9087,0.9087
30.1350,22.8089,0.9120,0.9120
30.0449,22.8990,0.9120,0.9120
29.9548,22.9891,0.9120,0.9120
29.8648,23.0792,0.9087,0.9087
29.7747,23.1693,0.8746,0.8746
29.6846,23.1693,0.8746,0.8746
29.5945,23.2594,0.9087,0.9087
29.5044,23.3495,0.9120,0.9120
29.4143,23.4396,0.9120,0.9120
29.3242,23.5297,0.9120,0.9120
29.2341,23.6197,0.9087,0.9087
29.1440,23.7098,0.8746,0.8746
29.0539,23.7098,0.9087,0.9087
28.9639,23.7999,0.9120,0.9120
28.8738,23.8900,0.9120,0.9120
28.7837,23.9801,0.9120,0.9120
28.6936,24.0702,0.9120,0.9120
28.6035,24.1603,0.9087,0.9087
28.5134,24.2504,0.8746,0.8746
28.4233,24.2504,0.9087,0.9087
28.3332,24.3405,0.9120,0.9120
28.2431,24.4306,0.9120,0.9120
28.1530,24.5206,0.9120,0.9120
28.0630,24.6107,0.9120,0.9120
27.9729,24.7008,0.9087,0.9087
27.8828,24.7909,0.8746,0.8746
27.7927,24.7909,0.9087,0.9087
27.7026,24.8810,0.9120,0.9120
27.6125,24.9711,0.9120,0.9120
27.5224,25.0612,0.9120,0.9120
27.4323,25.1513,0.9087,0.9087
27.3422,25.2414,0.8746,0.8746
27.2521,25.2414,0.9087,0.9087
27.1621,25.3315,0.9120,0.9120
27.0720,25.4215,0.9120,0.9120
26.9819,25.5116,0.9120,0.9120
26.8918,25.6017,0.9087,0.9087
26.8017,25.6918,0.8746,0.8746
26.7116,25.6918,0.8746,0.8746
26.6215,25.7819,0.9087,0.9087
26.5314,25.8720,0.9120,0.9120
26.4413,25.9621,0.9120,0.9120
26.3512,26.0522,0.9087,0.9087
26.2612,26.1423,0.8746,0.8746
26.1711,26.1423,0.8746,0.8746
26.0810,26.2324,0.9087,0.9087
25.9909,26.3224,0.9120,0.9120
25.9008,26.4125,0.9120,0.9120
25.8107,26.5026,0.9087,0.9087
25.7206,26.5927,0.8746,0.8746
25.6305,26.5927,0.8746,0.8746
25.5404,26.6828,0.9087,0.9087
25.4503,26.7729,0.9120,0.9120
25.3603,26.8630,0.9120,0.9120
25.2702,26.9531,0.9087,0.9087
25.1801,27.0432,0.8746,0.8746
25.0900,27.0432,0.9087,0.9087
24.9999,27.1333,0.9120,0.9120
24.9098,27.2233,0.9120,0.9120
24.8197,27.3134,0.9087,0.9087
24.7296,27.4035,0.8746,0.8746
24.6395,27.4035,0.8746,0.8746
24.5494,27.4936,0.9087,0.9087
24.4594,27.5837,0.9120,0.9120
24.3693,27.6738,0.9120,0.9120
24.2792,27.7639,0.9087,0.9087
24.1891,27.8540,0.8746,0.8746
24.0990,27.8540,0.9087,0.9087
24.0089,27.9441,0.9120,0.9120
23.9188,28.0342,0.9120,0.9120
23.8287,28.1242,0.9087,0.9087
23.7386,28.2143,0.8746,0.8746
23.6485,28.2143,0.8746,0.8746
23.5585,28.3044,0.9087,0.9087
23.4684,28.3945,0.9120,0.9120
23.3783,28.4846,0.9120,0.9120
23.2882,28.5747,0.9087,0.9087
23.1981,28.6648,0.8746,0.8746
23.1080,28.6648,0.8746,0.8746
23.0179,28.7549,0.9087,0.9087
22.9278,28.8450,0.9120,0.9120
22.8377,28.9351,0.9120,0.9120
22.7476,29.0251,0.9120,0.9120
22.6576,29.1152,0.9120,0.9120
22.5675,29.2053,0.9087,0.9087
22.4774,29.2954,0.8746,0.8746
22.3873,29.2954,0.9087,0.9087
22.2972,29.3855,0.9120,0.9120
22.2071,29.4756,0.9120,0.9120
22.1170,29.5657,0.9120,0.9120
22.0269,29.6558,0.9120,0.9120
21.9368,29.7459,0.9120,0.9120
21.8467,29.8360,0.9120,0.9120
21.7567,29.9260,0.9120,0.9120
21.6666,30.0161,0.9120,0.9120
21.5765,30.1062,0.9087,0.9087
21.4864,30.1963,0.8746,0.8746
21.3963,30.1963,0.9120,0.9120
21.3062,30.2864,0.9120,0.9120
21.2161,30.3765,0.9120,0.9120
21.1260,30.4666,0.9120,0.9120
21.0359,30.5567,0.9120,0.9120
20.9458,30.6468,0.9120,0.9120
20.8558,30.7369,0.9120,0.9120
20.7657,30.8269,0.9120,0.9120
20.6756,30.9170,0.9120,0.9120
20.5855,31.0071,0.9120,0.9120
20.4954,31.0972,0.9120,0.9120
20.4053,31.1873,0.9120,0.9120
20.3152,31.2774,0.9120,0.9120
20.3152,31.3675,0.8746,0.8746
20.2251,31.4576,0.9087,0.9087
20.1350,31.5477,0.9120,0.9120
20.0449,31.6378,0.9120,0.9120
19.9549,31.7278,0.9120,0.9120
19.8648,31.8179,0.9120,0.9120
19.7747,31.9080,0.9120,0.9120
19.6846,31.9981,0.9120,0.9120
19.5945,32.0882,0.9120,0.9120
19.5044,32.1783,0.9120,0.9120
19.4143,32.2684,0.9087,0.9087
19.4143,32.3585,0.8746,0.8746
19.3242,32.4486,0.9087,0.9087
19.2341,32.5387,0.9120,0.9120
19.1440,32.6287,0.9120,0.9120
19.0540,32.7188,0.9087,0.9087
18.9639,32.8089,0.8746,0.8746
18.8738,32.8990,0.8537,0.8537
18.8738,32.9891,0.9087,0.9087
18.7837,33.0792,0.9120,0.9120
18.6936,33.1693,0.9087,0.9087
18.6035,33.2594,0.8746,0.8746
18.5134,33.3495,0.8537,0.8537
18.5134,33.4396,0.9087,0.9087
18.4233,33.5296,0.9087,0.9087
18.3332,33.6197,0.8746,0.8746
18.2431,33.7098,0.8537,0.8537
18.2431,33.7999,0.9087,0.9087
18.1531,33.8900,0.9087,0.9087
18.0630,33.9801,0.8746,0.8746
17.9729,34.0702,0.8537,0.8537
17.9729,34.1603,0.9087,0.9087
17.8828,34.2504,0.9087,0.9087
17.7927,34.3405,0.8746,0.8746
17.7026,34.4305,0.8537,0.8537
17.7026,34.5206,0.9087,0.9087
17.6125,34.6107,0.8746,0.8746
17.5224,34.7008,0.8537,0.8537
17.5224,34.7909,0.9087,0.9087
17.4323,34.8810,0.8746,0.8746
17.3422,34.9711,0.8537,0.8537
17.3422,35.0612,0.9087,0.9087
17.2522,35.1513,0.8746,0.8746
17.1621,35.2414,0.8537,0.8537
17.1621,35.3314,0.9087,0.9087
17.0720,35.4215,0.8746,0.8746
16.9819,35.5116,0.8537,0.8537
16.9819,35.6017,0.9087,0.9087
16.8918,35.6918,0.8746,0.8746
16.8017,35.7819,0.8537,0.8537
16.8017,35.8720,0.9087,0.9087
16.8017,35.9621,0.8712,0.8712
16.7116,36.0522,0.9087,0.9087
16.6215,36.1423,0.8746,0.8746
16.5314,36.2323,0.8537,0.8537
16.5314,36.3224,0.9087,0.9087
16.5314,36.4125,0.8712,0.8712
16.4413,36.5026,0.9087,0.9087
16.3513,36.5927,0.9087,0.9087
16.3513,36.6828,0.8746,0.8746
16.2612,36.7729,0.9087,0.9087
16.1711,36.8630,0.8712,0.8712
16.0810,36.9531,0.8288,0.8288
16.0810,37.0432,0.8746,0.8746
15.9909,37.1332,0.8537,0.8537
15.9909,37.2233,0.9087,0.9087
15.9909,37.3134,0.8712,0.8712
15.9008,37.4035,0.9087,0.9087
15.8107,37.4936,0.8746,0.8746
15.7206,37.5837,0.8537,0.8537
15.7206,37.6738,0.9087,0.9087
15.7206,37.7639,0.8712,0.8712
15.6305,37.8540,0.9087,0.9087
15.5404,37.9441,0.8712,0.8712
15.5404,38.0341,0.9087,0.9087
15.4504,38.1242,0.8712,0.8712
15.4504,38.2143,0.9087,0.9087
15.3603,38.3044,0.8712,0.8712
15.2702,38.3945,0.8288,0.8288
15.2702,38.4846,0.8746,0.8746
15.1801,38.5747,0.8537,0.8537
15.1801,38.6648,0.9087,0.9087
15.1801,38.7549,0.8712,0.8712
15.0900,38.8450,0.9087,0.9087
14.9999,38.9350,0.8712,0.8712
14.9999,39.0251,0.9087,0.9087
14.9098,39.1152,0.8712,0.8712
14.9098,39.2053,0.9087,0.9087
14.8197,39.2954,0.8712,0.8712
14.8197,39.3855,0.9087,0.9087
14.7296,39.4756,0.8712,0.8712
14.7296,39.5657,0.9087,0.9087
14.6395,39.6558,0.8712,0.8712
14.6395,39.7459,0.9087,0.9087
14.5495,39.8359,0.8712,0.8712
14.5495,39.9260,0.9087,0.9087
14.4594,40.0161,0.8712,0.8712
14.4594,40.1062,0.9087,0.9087
14.4594,40.1963,0.8712,0.8712
14.3693,40.2864,0.9020,0.9020
14.3693,40.3765,0.8712,0.8712
14.2792,40.4666,0.8712,0.8712
14.2792,40.5567,0.9020,0.9020
14.1891,40.6468,0.8712,0.8712
14.1891,40.7368,0.9087,0.9087
14.0990,40.8269,0.8712,0.8712
14.0990,40.9170,0.9087,0.9087
14.0990,41.0071,0.8712,0.8712
14.0089,41.0972,0.9020,0.9020
14.0089,41.1873,0.8712,0.8712
13.9188,41.2774,0.8712,0.8712
13.9188,41.3675,0.9020,0.9020
13.8287,41.4576,0.8712,0.8712
13.8287,41.5477,0.9020,0.9020
13.8287,41.6377,0.8712,0.8712
13.7386,41.7278,0.8712,0.8712
13.7386,41.8179,0.9020,0.9020
13.6486,41.9080,0.8712,0.8712
13.6486,41.9981,0.9020,0.9020
13.6486,42.0882,0.8712,0.8712
13.5585,42.1783,0.8712,0.8712
13.5585,42.2684,0.9020,0.9020
13.5585,42.3585,0.8712,0.8712
13.4684,42.4486,0.8712,0.8712
13.4684,42.5386,0.9020,0.9020
13.4684,42.6287,0.8712,0.8712
13.3783,42.7188,0.9020,0.9020
13.3783,42.8089,0.9020,0.9020
13.3783,42.8990,0.8712,0.8712
13.2882,42.9891,0.9020,0.9020
13.2882,43.0792,0.9020,0.9020
13.1981,43.1693,0.8712,0.8712
13.1981,43.2594,0.9020,0.9020
13.1981,43.3495,0.9020,0.9020
13.1080,43.4395,0.8712,0.8712
13.1080,43.5296,0.9020,0.9020
13.1080,43.6197,0.9020,0.9020
13.0179,43.7098,0.8712,0.8712
13.0179,43.7999,0.8849,0.8849
13.0179,43.8900,0.9020,0.9020
12.9278,43.9801,0.8396,0.8396
12.9278,44.0702,0.8712,0.8712
12.9278,44.1603,0.9020,0.9020
12.8377,44.2504,0.8396,0.8396
12.8377,44.3404,0.8712,0.8712
12.8377,44.4305,0.8849,0.8849
12.8377,44.5206,0.9020,0.9020
12.7477,44.6107,0.8396,0.8396
12.7477,44.7008,0.8712,0.8712
12.7477,44.7909,0.9020,0.9020
12.6576,44.8810,0.8396,0.8396
12.6576,44.9711,0.8712,0.8712
12.6576,45.0612,0.8849,0.8849
12.6576,45.1513,0.9020,0.9020
12.5675,45.2413,0.8396,0.8396
12.5675,45.3314,0.8712,0.8712
12.5675,45.4215,0.8849,0.8849
12.5675,45.5116,0.9020,0.9020
12.4774,45.6017,0.8396,0.8396
12.4774,45.6918,0.8712,0.8712
12.4774,45.7819,0.8849,0.8849
12.4774,45.8720,0.9020,0.9020
12.4774,45.9621,0.8849,0.8849
12.3873,46.0522,0.8712,0.8712
12.3873,46.1422,0.8746,0.8746
12.3873,46.2323,0.8849,0.8849
12.3873,46.3224,0.8849,0.8849
12.3873,46.4125,0.8746,0.8746
12.2972,46.5026,0.8712,0.8712
12.2972,46.5927,0.8849,0.8849
12.2972,46.6828,0.9020,0.9020
12.2972,46.7729,0.8849,0.8849
12.2972,46.8630,0.8746,0.8746
12.2071,46.9531,0.8746,0.8746
12.2071,47.0431,0.8849,0.8849
12.2071,47.1332,0.9020,0.9020
12.2071,47.2233,0.8849,0.8849
12.2071,47.3134,0.8746,0.8746
12.1170,47.4035,0.8746,0.8746
12.1170,47.4936,0.8849,0.8849
12.1170,47.5837,0.9020,0.9020
12.1170,47.6738,0.8849,0.8849
12.1170,47.7639,0.8746,0.8746
12.0269,47.8540,0.8712,0.8712
12.0269,47.9440,0.8746,0.8746
12.0269,48.0341,0.8849,0.8849
12.0269,48.1242,0.8849,0.8849
12.0269,48.2143,0.8746,0.8746
12.0269,48.3044,0.8712,0.8712
11.9368,48.3945,0.8712,0.8712
11.9368,48.4846,0.8746,0.8746
11.9368,48.5747,0.8849,0.8849
11.9368,48.6648,0.8849,0.8849
11.9368,48.7549,0.8746,0.8746
11.9368,48.8449,0.8712,0.8712
11.8468,48.9350,0.8712,0.8712
11.8468,49.0251,0.8746,0.8746
11.8468,49.1152,0.8849,0.8849
11.8468,49.2053,0.9020,0.9020
11.8468,49.2954,0.8849,0.8849
11.8468,49.3855,0.8746,0.8746
11.7567,49.4756,0.8712,0.8712
11.7567,49.5657,0.8712,0.8712
11.7567,49.6558,0.8712,0.8712
11.7567,49.7458,0.8746,0.8746
11.7567,49.8359,0.8849,0.8849
11.7567,49.9260,0.8849,0.8849
11.6666,50.0161,0.8396,0.8396
11.6666,50.1062,0.8712,0.8712
11.6666,50.1963,0.8712,0.8712
11.6666,50.2864,0.8712,0.8712
11.6666,50.3765,0.8712,0.8712
11.6666,50.4666,0.8746,0.8746
11.6666,50.5567,0.8849,0.8849
11.6666,50.6467,0.9020,0.9020
11.6666,50.7368,0.8849,0.8849
11.6666,50.8269,0.8746,0.8746
11.6666,50.9170,0.8712,0.8712
11.5765,51.0071,0.8712,0.8712
11.5765,51.0972,0.8712,0.8712
11.5765,51.1873,0.8712,0.8712
11.5765,51.2774,0.8712,0.8712
11.5765,51.3675,0.8712,0.8712
11.5765,51.4576,0.8746,0.8746
11.5765,51.5476,0.8849,0.8849
11.5765,51.6377,0.9020,0.9020
11.5765,51.7278,0.9020,0.9020
11.5765,51.8179,0.8849,0.8849
11.5765,51.9080,0.8746,0.8746
11.5765,51.9981,0.8712,0.8712
11.5765,52.0882,0.8712,0.8712
11.5765,52.1783,0.8712,0.8712
11.5765,52.2684,0.8712,0.8712
11.5765,52.3585,0.8712,0.8712
11.5765,52.4485,0.8712,0.8712
11.4864,52.5386,0.8712,0.8712
11.4864,52.6287,0.8712,0.8712
11.4864,52.7188,0.8712,0.8712
11.4864,52.8089,0.8712,0.8712
11.4864,52.8990,0.8712,0.8712
11.4864,52.9891,0.8712,0.8712
11.4864,53.0792,0.8712,0.8712
11.4864,53.1693,0.8712,0.8712
11.4864,53.2594,0.8712,0.8712
11.4864,53.3494,0.8712,0.8712
11.4864,53.4395,0.8712,0.8712
11.4864,53.5296,0.8712,0.8712
11.4864,53.6197,0.8712,0.8712
11.4864,53.7098,0.8712,0.8712
11.4864,53.7999,0.8712,0.8712
11.4864,53.8900,0.8712,0.8712
11.4864,53.9801,0.8712,0.8712
11.4864,54.0702,0.8712,0.8712
11.4864,54.1603,0.8712,0.8712
11.4864,54.2503,0.8712,0.8712
11.4864,54.3404,0.8712,0.8712
11.4864,54.4305,0.8712,0.8712
11.4864,54.5206,0.8712,0.8712
11.4864,54.6107,0.8712,0.8712
11.5765,54.7008,0.8712,0.8712
11.5765,54.7909,0.8712,0.8712
11.5765,54.8810,0.8712,0.8712
11.5765,54.9711,0.8712,0.8712
11.5765,55.0612,0.8712,0.8712
11.5765,55.1512,0.8712,0.8712
11.5765,55.2413,0.8746,0.8746
11.5765,55.3314,0.8849,0.8849
11.5765,55.4215,0.9020,0.9020
11.5765,55.5116,0.9020,0.9020
11.5765,55.6017,0.8849,0.8849
11.5765,55.6918,0.8746,0.8746
11.5765,55.7819,0.8712,0.8712
11.5765,55.8720,0.8712,0.8712
11.5765,55.9621,0.8712,0.8712
11.5765,56.0521,0.8712,0.8712
11.5765,56.1422,0.8712,0.8712
11.6666,56.2323,0.8712,0.8712
11.6666,56.3224,0.8712,0.8712
11.6666,56.4125,0.8746,0.8746
11.6666,56.5026,0.8849,0.8849
11.6666,56.5927,0.9020,0.9020
11.6666,56.6828,0.8849,0.8849
11.6666,56.7729,0.8746,0.8746
11.6666,56.8630,0.8712,0.8712
11.6666,56.9530,0.8712,0.8712
11.6666,57.0431,0.8712,0.8712
11.6666,57.1332,0.8712,0.8712
11.6666,57.2233,0.8396,0.8396
11.7567,57.3134,0.8849,0.8849
11.7567,57.4035,0.8849,0.8849
11.7567,57.4936,0.8746,0.8746
11.7567,57.5837,0.8712,0.8712
11.7567,57.6738,0.8712,0.8712
11.7567,57.7639,0.8712,0.8712
11.7567,57.8539,0.8712,0.8712
11.8468,57.9440,0.8746,0.8746
11.8468,58.0341,0.8849,0.8849
11.8468,58.1242,0.8849,0.8849
11.8468,58.2143,0.8746,0.8746
11.8468,58.3044,0.8712,0.8712
11.8468,58.3945,0.8712,0.8712
11.8468,58.4846,0.8712,0.8712
11.9368,58.5747,0.8849,0.8849
11.9368,58.6648,0.9020,0.9020
11.9368,58.7548,0.8849,0.8849
11.9368,58.8449,0.8746,0.8746
11.9368,58.9350,0.8712,0.8712
11.9368,59.0251,0.8712,0.8712
12.0269,59.1152,0.8746,0.8746
12.0269,59.2053,0.8849,0.8849
12.0269,59.2954,0.9020,0.9020
12.0269,59.3855,0.8849,0.8849
12.0269,59.4756,0.8746,0.8746
12.0269,59.5657,0.8712,0.8712
12.0269,59.6557,0.8712,0.8712
12.1170,59.7458,0.8746,0.8746
12.1170,59.8359,0.8849,0.8849
12.1170,59.9260,0.8849,0.8849
12.1170,60.0161,0.8746,0.8746
12.1170,60.1062,0.8712,0.8712
12.1170,60.1963,0.8712,0.8712
12.2071,60.2864,0.8746,0.8746
12.2071,60.3765,0.8849,0.8849
12.2071,60.4666,0.9020,0.9020
12.2071,60.5566,0.8849,0.8849
12.2071,60.6467,0.8746,0.8746
12.2071,60.7368,0.8712,0.8712
12.2972,60.8269,0.8746,0.8746
12.2972,60.9170,0.8849,0.8849
12.2972,61.0071,0.9020,0.9020
12.2972,61.0972,0.8849,0.8849
12.2972,61.1873,0.8746,0.8746
12.2972,61.2774,0.8712,0.8712
12.3873,61.3675,0.8712,0.8712
12.3873,61.4575,0.8746,0.8746
12.3873,61.5476,0.8849,0.8849
12.3873,61.6377,0.8849,0.8849
12.3873,61.7278,0.8746,0.8746
12.3873,61.8179,0.8712,0.8712
12.4774,61.9080,0.8712,0.8712
12.4774,61.9981,0.8746,0.8746
12.4774,62.0882,0.8849,0.8849
12.4774,62.1783,0.8849,0.8849
12.4774,62.2684,0.8746,0.8746
12.4774,62.3584,0.8712,0.8712
12.4774,62.4485,0.8712,0.8712
12.5675,62.5386,0.8746,0.8746
12.5675,62.6287,0.8849,0.8849
12.5675,62.7188,0.8849,0.8849
12.5675,62.8089,0.8746,0.8746
12.5675,62.8990,0.8712,0.8712
12.5675,62.9891,0.8712,0.8712
12.6576,63.0792,0.8746,0.8746
12.6576,63.1693,0.8849,0.8849
12.6576,63.2593,0.9020,0.9020
12.6576,63.3494,0.8849,0.8849
12.6576,63.4395,0.8746,0.8746
12.6576,63.5296,0.8712,0.8712
12.7477,63.6197,0.8746,0.8746
12.7477,63.7098,0.8849,0.8849
12.7477,63.7999,0.9020,0.9020
12.7477,63.8900,0.8849,0.8849
12.7477,63.9801,0.8746,0.8746
12.7477,64.0702,0.8712,0.8712
12.8377,64.1602,0.8712,0.8712
12.8377,64.2503,0.8746,0.8746
12.8377,64.3404,0.8849,0.8849
12.8377,64.4305,0.8849,0.8849
12.8377,64.5206,0.8746,0.8746
12.8377,64.6107,0.8712,0.8712
12.9278,64.7008,0.8712,0.8712
12.9278,64.7909,0.8746,0.8746
12.9278,64.8810,0.8849,0.8849
12.9278,64.9711,0.8849,0.8849
12.9278,65.0611,0.8746,0.8746
12.9278,65.1512,0.8712,0.8712
12.9278,65.2413,0.8712,0.8712
13.0179,65.3314,0.8746,0.8746
13.0179,65.4215,0.8849,0.8849
13.0179,65.5116,0.8849,0.8849
13.0179,65.6017,0.8746,0.8746
13.0179,65.6918,0.8712,0.8712
13.0179,65.7819,0.8712,0.8712
13.1080,65.8720,0.8746,0.8746
13.1080,65.9620,0.8849,0.8849
13.1080,66.0521,0.9020,0.9020
13.1080,66.1422,0.8849,0.8849
13.1080,66.2323,0.8746,0.8746
13.1080,66.3224,0.8712,0.8712
13.1981,66.4125,0.8712,0.8712
13.1981,66.5026,0.8746,0.8746
13.1981,66.5927,0.8849,0.8849
13.1981,66.6828,0.8849,0.8849
13.1981,66.7729,0.8746,0.8746
13.1981,66.8629,0.8712,0.8712
13.1981,66.9530,0.8712,0.8712
13.2882,67.0431,0.8746,0.8746
13.2882,67.1332,0.8849,0.8849
13.2882,67.2233,0.8849,0.8849
13.2882,67.3134,0.8746,0.8746
13.2882,67.4035,0.8712,0.8712
13.2882,67.4936,0.8712,0.8712
13.3783,67.5837,0.8746,0.8746
13.3783,67.6738,0.8849,0.8849
13.3783,67.7638,0.9020,0.9020
13.3783,67.8539,0.8849,0.8849
13.3783,67.9440,0.8746,0.8746
13.3783,68.0341,0.8712,0.8712
13.4684,68.1242,0.8746,0.8746
13.4684,68.2143,0.8849,0.8849
13.4684,68.3044,0.9020,0.9020
13.4684,68.3945,0.8849,0.8849
13.4684,68.4846,0.8746,0.8746
13.4684,68.5747,0.8712,0.8712
13.5585,68.6647,0.8712,0.8712
13.5585,68.7548,0.8746,0.8746
13.5585,68.8449,0.8849,0.8849
13.5585,68.9350,0.8849,0.8849
13.5585,69.0251,0.8746,0.8746
13.5585,69.1152,0.8712,0.8712
13.6486,69.2053,0.8712,0.8712
13.6486,69.2954,0.8746,0.8746
13.6486,69.3855,0.8849,0.8849
13.6486,69.4756,0.8849,0.8849
13.6486,69.5656,0.8746,0.8746
13.6486,69.6557,0.8712,0.8712
13.7386,69.7458,0.8746,0.8746
13.7386,69.8359,0.8849,0.8849
13.7386,69.9260,0.9020,0.9020
13.7386,70.0161,0.8849,0.8849
13.7386,70.1062,0.8746,0.8746
13.7386,70.1963,0.8712,0.8712
13.8287,70.2864,0.8746,0.8746
13.8287,70.3765,0.8849,0.8849
13.8287,70.4665,0.9020,0.9020
13.8287,70.5566,0.8849,0.8849
13.8287,70.6467,0.8746,0.8746
13.9188,70.7368,0.8746,0.8746
13.9188,70.8269,0.8849,0.8849
13.9188,70.9170,0.9020,0.9020
13.9188,71.0071,0.8849,0.8849
13.9188,71.0972,0.8746,0.8746
14.0089,71.1873,0.8746,0.8746
14.0089,71.2774,0.8849,0.8849
14.0089,71.3674,0.9020,0.9020
14.0089,71.4575,0.8849,0.8849
14.0089,71.5476,0.8712,0.8712
14.0990,71.6377,0.8849,0.8849
14.0990,71.7278,0.9020,0.9020
14.0990,71.8179,0.8849,0.8849
14.0990,71.9080,0.8712,0.8712
14.1891,71.9981,0.8849,0.8849
14.1891,72.0882,0.9020,0.9020
14.1891,72.1783,0.8712,0.8712
14.2792,72.2683,0.8712,0.8712
14.2792,72.3584,0.9020,0.9020
14.2792,72.4485,0.8712,0.8712
14.3693,72.5386,0.8712,0.8712
14.3693,72.6287,0.9020,0.9020
14.3693,72.7188,0.8712,0.8712
14.4594,72.8089,0.8712,0.8712
14.4594,72.8990,0.9020,0.9020
14.4594,72.9891,0.8712,0.8712
14.5495,73.0792,0.9020,0.9020
14.5495,73.1692,0.9020,0.9020
14.6395,73.2593,0.8712,0.8712
14.6395,73.3494,0.9087,0.9087
14.6395,73.4395,0.8712,0.8712
14.7296,73.5296,0.9020,0.9020
14.7296,73.6197,0.8712,0.8712
14.8197,73.7098,0.8712,0.8712
14.8197,73.7999,0.9020,0.9020
14.9098,73.8900,0.8712,0.8712
14.9098,73.9801,0.9087,0.9087
14.9098,74.0701,0.8712,0.8712
14.9999,74.1602,0.9087,0.9087
14.9999,74.2503,0.8712,0.8712
15.0900,74.3404,0.9087,0.9087
15.1801,74.4305,0.8746,0.8746
15.1801,74.5206,0.8746,0.8746
15.2702,74.6107,0.9087,0.9087
15.3603,74.7008,0.9120,0.9120
15.4504,74.7909,0.9120,0.9120
15.5404,74.8810,0.9120,0.9120
15.6305,74.9710,0.9120,0.9120
15.7206,75.0611,0.9120,0.9120
15.8107,75.1512,0.9087,0.9087
15.9008,75.2413,0.8746,0.8746
15.9909,75.2413,0.8746,0.8746
16.0810,75.3314,0.9087,0.9087
16.1711,75.4215,0.9087,0.9087
16.2612,75.4215,0.8746,0.8746
16.3513,75.5116,0.9087,0.9087
16.4413,75.6017,0.9087,0.9087
16.5314,75.6918,0.8746,0.8746
16.6215,75.6918,0.8746,0.8746
16.7116,75.7819,0.9087,0.9087
16.8017,75.8719,0.8746,0.8746
16.8918,75.8719,0.8746,0.8746
16.9819,75.9620,0.9087,0.9087
17.0720,76.0521,0.8746,0.8746
17.1621,76.0521,0.8746,0.8746
17.2522,76.1422,0.9087,0.9087
17.3422,76.1422,0.8712,0.8712
17.4323,76.2323,0.9087,0.9087
17.5224,76.3224,0.8746,0.8746
17.6125,76.3224,0.8746,0.8746
17.7026,76.4125,0.9087,0.9087
17.7927,76.4125,0.8712,0.8712
17.8828,76.5026,0.9087,0.9087
17.9729,76.5026,0.8712,0.8712
18.0630,76.5927,0.9087,0.9087
18.1531,76.5927,0.8712,0.8712
18.2431,76.6828,0.9020,0.9020
18.3332,76.6828,0.8712,0.8712
18.4233,76.7728,0.8712,0.8712
18.5134,76.7728,0.9020,0.9020
18.6035,76.7728,0.8712,0.8712
18.6936,76.8629,0.9020,0.9020
18.7837,76.8629,0.8712,0.8712
18.8738,76.8629,0.8396,0.8396
18.9639,76.9530,0.9020,0.9020
19.0540,76.9530,0.8712,0.8712
19.1440,76.9530,0.8396,0.8396
19.2341,77.0431,0.9020,0.9020
19.3242,77.0431,0.8712,0.8712
19.4143,77.0431,0.8396,0.8396
19.5044,77.0431,0.8144,0.8144
19.5945,77.1332,0.8849,0.8849
19.6846,77.1332,0.8712,0.8712
19.7747,77.1332,0.8396,0.8396
19.8648,77.1332,0.8144,0.8144
19.9549,77.2233,0.8849,0.8849
20.0449,77.2233,0.8746,0.8746
20.1350,77.2233,0.8712,0.8712
20.2251,77.2233,0.8396,0.8396
20.3152,77.3134,0.9020,0.9020
20.4053,77.3134,0.8849,0.8849
20.4954,77.3134,0.8712,0.8712
20.5855,77.4035,0.8849,0.8849
20.6756,77.4035,0.9020,0.9020
20.7657,77.4936,0.8396,0.8396
20.8558,77.4936,0.8712,0.8712
20.9458,77.4936,0.9087,0.9087
21.0359,77.5837,0.8712,0.8712
21.1260,77.5837,0.9087,0.9087
21.2161,77.5837,0.8712,0.8712
21.3062,77.6737,0.9087,0.9087
21.3963,77.7638,0.9120,0.9120
21.4864,77.8539,0.9120,0.9120
21.5765,77.9440,0.9254,0.9254
21.5765,78.0341,0.8746,0.8746
21.5765,78.1242,0.8288,0.8288
21.5765,78.2143,0.7886,0.7886
21.6666,78.3044,0.8396,0.8396
21.6666,78.3945,0.8144,0.8144
21.6666,78.4846,0.7960,0.7960
21.6666,78.5746,0.7848,0.7848
21.6666,78.6647,0.7811,0.7811
21.7567,78.7548,0.8712,0.8712
21.7567,78.8449,0.8712,0.8712
21.7567,78.9350,0.8712,0.8712
21.7567,79.0251,0.8712,0.8712
21.7567,79.1152,0.8712,0.8712
21.7567,79.2053,0.8712,0.8712
21.7567,79.2954,0.8712,0.8712
21.7567,79.3855,0.8712,0.8712
21.7567,79.4755,0.8712,0.8712
21.6666,79.5656,0.7811,0.7811
21.6666,79.6557,0.7811,0.7811
21.6666,79.7458,0.7848,0.7848
21.6666,79.8359,0.7960,0.7960
21.6666,79.9260,0.8144,0.8144
21.6666,80.0161,0.8396,0.8396
21.6666,80.1062,0.8712,0.8712
21.6666,80.1963,0.8746,0.8746
21.6666,80.2864,0.8849,0.8849
21.6666,80.3764,0.8849,0.8849
21.5765,80.4665,0.8396,0.8396
21.5765,80.5566,0.8712,0.8712
21.5765,80.6467,0.8849,0.8849
21.5765,80.7368,0.9020,0.9020
21.4864,80.8269,0.8396,0.8396
21.4864,80.9170,0.8712,0.8712
