# x_m,y_m,w_tr_right_m,w_tr_left_m
-53.0180,70.9170,0.9087,0.9087
-52.9280,70.8269,0.8712,0.8712
-52.9280,70.7368,0.9087,0.9087
-52.9280,70.6467,0.8537,0.8537
-52.8379,70.5566,0.8746,0.8746
-52.7478,70.4665,0.9087,0.9087
-52.6577,70.3765,0.8712,0.8712
-52.6577,70.2864,0.9087,0.9087
-52.6577,70.1963,0.8537,0.8537
-52.5676,70.1062,0.8746,0.8746
-52.4775,70.0161,0.9087,0.9087
-52.3874,69.9260,0.8712,0.8712
-52.3874,69.8359,0.9087,0.9087
-52.3874,69.7458,0.8537,0.8537
-52.2973,69.6557,0.8746,0.8746
-52.2072,69.5656,0.9087,0.9087
-52.1171,69.4756,0.8746,0.8746
-52.1171,69.3855,0.9087,0.9087
-52.0271,69.2954,0.9087,0.9087
-51.9370,69.2053,0.8712,0.8712
-51.9370,69.1152,0.9087,0.9087
-51.9370,69.0251,0.8537,0.8537
-51.8469,68.9350,0.8746,0.8746
-51.7568,68.8449,0.9087,0.9087
-51.6667,68.7548,0.8712,0.8712
-51.6667,68.6647,0.9087,0.9087
-51.6667,68.5747,0.8537,0.8537
-51.5766,68.4846,0.8746,0.8746
-51.4865,68.3945,0.9087,0.9087
-51.3964,68.3044,0.8746,0.8746
-51.3964,68.2143,0.9087,0.9087
-51.3063,68.1242,0.9087,0.9087
-51.2162,68.0341,0.8712,0.8712
-51.2162,67.9440,0.9087,0.9087
-51.2162,67.8539,0.8537,0.8537
-51.1262,67.7638,0.8746,0.8746
-51.0361,67.6738,0.9087,0.9087
-50.9460,67.5837,0.8712,0.8712
-50.9460,67.4936,0.9087,0.9087
-50.9460,67.4035,0.8537,0.8537
-50.8559,67.3134,0.8746,0.8746
-50.7658,67.2233,0.9087,0.9087
-50.6757,67.1332,0.8712,0.8712
-50.6757,67.0431,0.9087,0.9087
-50.6757,66.9530,0.8537,0.8537
-50.5856,66.8629,0.8746,0.8746
-50.4955,66.7729,0.9087,0.9087
-50.4955,66.6828,0.8537,0.8537
-50.4054,66.5927,0.8746,0.8746
-50.3153,66.5026,0.9087,0.9087
-50.2253,66.4125,0.8712,0.8712
-50.2253,66.3224,0.9087,0.9087
-50.2253,66.2323,0.8537,0.8537
-50.1352,66.1422,0.8746,0.8746
-50.0451,66.0521,0.9087,0.9087
-49.9550,65.9620,0.8712,0.8712
-49.9550,65.8720,0.9087,0.9087
-49.9550,65.7819,0.8537,0.8537
-49.8649,65.6918,0.8746,0.8746
-49.7748,65.6017,0.9087,0.9087
-49.6847,65.5116,0.8746,0.8746
-49.6847,65.4215,0.9087,0.9087
-49.5946,65.3314,0.9087,0.9087
-49.5045,65.2413,0.8712,0.8712
-49.5045,65.1512,0.9087,0.9087
-49.5045,65.0611,0.8537,0.8537
-49.4144,64.9711,0.8746,0.8746
-49.3244,64.8810,0.9087,0.9087
-49.2343,64.7909,0.8712,0.8712
-49.2343,64.7008,0.9087,0.9087
-49.2343,64.6107,0.8537,0.8537
-49.1442,64.5206,0.8746,0.8746
-49.0541,64.4305,0.9087,0.9087
-48.9640,64.3404,0.8712,0.8712
-48.9640,64.2503,0.9087,0.9087
-48.9640,64.1602,0.8537,0.8537
-48.8739,64.0702,0.8746,0.8746
-48.7838,63.9801,0.9087,0.9087
-48.7838,63.8900,0.8537,0.8537
-48.6937,63.7999,0.8746,0.8746
-48.6036,63.7098,0.9087,0.9087
-48.5135,63.6197,0.8712,0.8712
-48.5135,63.5296,0.9087,0.9087
-48.5135,63.4395,0.8537,0.8537
-48.4235,63.3494,0.8746,0.8746
-48.3334,63.2593,0.9087,0.9087
-48.3334,63.1693,0.8537,0.8537
-48.2433,63.0792,0.8746,0.8746
-48.1532,62.9891,0.9087,0.9087
-48.0631,62.8990,0.8712,0.8712
-48.0631,62.8089,0.9087,0.9087
-48.0631,62.7188,0.8537,0.8537
-47.9730,62.6287,0.8746,0.8746
-47.8829,62.5386,0.9087,0.9087
-47.8829,62.4485,0.8537,0.8537
-47.7928,62.3584,0.8746,0.8746
-47.7027,62.2684,0.9087,0.9087
-47.7027,62.1783,0.8537,0.8537
-47.6126,62.0882,0.8746,0.8746
-47.5226,61.9981,0.9087,0.9087
-47.5226,61.9080,0.8537,0.8537
-47.4325,61.8179,0.8746,0.8746
-47.3424,61.7278,0.9087,0.9087
-47.3424,61.6377,0.8537,0.8537
-47.2523,61.5476,0.8746,0.8746
-47.1622,61.4575,0.9087,0.9087
-47.1622,61.3675,0.8537,0.8537
-47.0721,61.2774,0.8746,0.8746
-46.9820,61.1873,0.9087,0.9087
-46.9820,61.0972,0.8537,0.8537
-46.8919,61.0071,0.8746,0.8746
-46.8018,60.9170,0.9087,0.9087
-46.7117,60.8269,0.9087,0.9087
-46.7117,60.7368,0.8537,0.8537
-46.6217,60.6467,0.8746,0.8746
-46.5316,60.5566,0.9087,0.9087
-46.4415,60.4666,0.9087,0.9087
-46.3514,60.3765,0.8746,0.8746
-46.3514,60.2864,0.9087,0.9087
-46.2613,60.1963,0.9087,0.9087
-46.2613,60.1062,0.8537,0.8537
-46.1712,60.0161,0.8746,0.8746
-46.0811,59.9260,0.9087,0.9087
-45.9910,59.8359,0.9120,0.9120
-45.9009,59.7458,0.9087,0.9087
-45.8108,59.6557,0.8746,0.8746
-45.8108,59.5657,0.9087,0.9087
-45.7208,59.4756,0.9120,0.9120
-45.6307,59.3855,0.9087,0.9087
-45.6307,59.2954,0.8537,0.8537
-45.5406,59.2053,0.8746,0.8746
-45.4505,59.1152,0.9087,0.9087
-45.3604,59.0251,0.9120,0.9120
-45.2703,58.9350,0.9087,0.9087
-45.1802,58.8449,0.8746,0.8746
-45.1802,58.7548,0.9087,0.9087
-45.0901,58.6648,0.9120,0.9120
-45.0000,58.5747,0.9120,0.9120
-44.9099,58.4846,0.9087,0.9087
-44.8199,58.3945,0.8746,0.8746
-44.8199,58.3044,0.9087,0.9087
-44.7298,58.2143,0.9120,0.9120
-44.6397,58.1242,0.9120,0.9120
-44.5496,58.0341,0.9087,0.9087
-44.5496,57.9440,0.8537,0.8537
-44.4595,57.8539,0.8746,0.8746
-44.3694,57.7639,0.9087,0.9087
-44.2793,57.6738,0.9120,0.9120
-44.1892,57.5837,0.9120,0.9120
-44.0991,57.4936,0.9087,0.9087
-44.0090,57.4035,0.8746,0.8746
-44.0090,57.3134,0.9087,0.9087
-43.9190,57.2233,0.9120,0.9120
-43.8289,57.1332,0.9120,0.9120
-43.7388,57.0431,0.9120,0.9120
-43.6487,56.9530,0.9087,0.9087
-43.5586,56.8630,0.8746,0.8746
-43.5586,56.7729,0.9087,0.9087
-43.4685,56.6828,0.9120,0.9120
-43.3784,56.5927,0.9120,0.9120
-43.2883,56.5026,0.9120,0.9120
-43.1982,56.4125,0.9087,0.9087
-43.1081,56.3224,0.8746,0.8746
-43.1081,56.2323,0.9087,0.9087
-43.0181,56.1422,0.9120,0.9120
-42.9280,56.0521,0.9120,0.9120
-42.8379,55.9621,0.9120,0.9120
-42.7478,55.8720,0.9087,0.9087
-42.7478,55.7819,0.8537,0.8537
-42.6577,55.6918,0.8746,0.8746
-42.5676,55.6017,0.9087,0.9087
-42.4775,55.5116,0.9120,0.9120
-42.3874,55.4215,0.9120,0.9120
-42.2973,55.3314,0.9120,0.9120
-42.2072,55.2413,0.9087,0.9087
-42.1172,55.1512,0.8746,0.8746
-42.1172,55.0612,0.9087,0.9087
-42.0271,54.9711,0.9120,0.9120
-41.9370,54.8810,0.9120,0.9120
-41.8469,54.7909,0.9120,0.9120
-41.7568,54.7008,0.9087,0.9087
-41.6667,54.6107,0.8746,0.8746
-41.6667,54.5206,0.9087,0.9087
-41.5766,54.4305,0.9120,0.9120
-41.4865,54.3404,0.9120,0.9120
-41.3964,54.2503,0.9120,0.9120
-41.3063,54.1603,0.9087,0.9087
-41.3063,54.0702,0.8537,0.8537
-41.2163,53.9801,0.8746,0.8746
-41.1262,53.8900,0.9087,0.9087
-41.0361,53.7999,0.9120,0.9120
-40.9460,53.7098,0.9120,0.9120
-40.8559,53.6197,0.9120,0.9120
-40.7658,53.5296,0.9087,0.9087
-40.6757,53.4395,0.8746,0.8746
-40.6757,53.3494,0.9087,0.9087
-40.5856,53.2594,0.9120,0.9120
-40.4955,53.1693,0.9120,0.9120
-40.4054,53.0792,0.9120,0.9120
-40.3154,52.9891,0.9120,0.9120
-40.2253,52.8990,0.9087,0.9087
-40.1352,52.8089,0.8746,0.8746
-40.1352,52.7188,0.9087,0.9087
-40.0451,52.6287,0.9120,0.9120
-39.9550,52.5386,0.9120,0.9120
-39.8649,52.4485,0.9120,0.9120
-39.7748,52.3585,0.9120,0.9120
-39.6847,52.2684,0.9087,0.9087
-39.5946,52.1783,0.8746,0.8746
-39.5946,52.0882,0.9087,0.9087
-39.5045,51.9981,0.9120,0.9120
-39.4145,51.9080,0.9120,0.9120
-39.3244,51.8179,0.9120,0.9120
-39.2343,51.7278,0.9120,0.9120
-39.1442,51.6377,0.9120,0.9120
-39.0541,51.5476,0.9087,0.9087
-38.9640,51.4576,0.8746,0.8746
-38.9640,51.3675,0.9087,0.9087
-38.8739,51.2774,0.9120,0.9120
-38.7838,51.1873,0.9120,0.9120
-38.6937,51.0972,0.9120,0.9120
-38.6036,51.0071,0.9120,0.9120
-38.5136,50.9170,0.9120,0.9120
-38.4235,50.8269,0.9120,0.9120
-38.3334,50.7368,0.9120,0.9120
-38.2433,50.6467,0.9087,0.9087
-38.1532,50.5567,0.8746,0.8746
-38.1532,50.4666,0.9120,0.9120
-38.0631,50.3765,0.9120,0.9120
-37.9730,50.2864,0.9120,0.9120
-37.8829,50.1963,0.9120,0.9120
-37.7928,50.1062,0.9120,0.9120
-37.7027,50.0161,0.9120,0.9120
-37.6127,49.9260,0.9120,0.9120
-37.5226,49.8359,0.9120,0.9120
-37.4325,49.7458,0.9120,0.9120
-37.3424,49.6558,0.9120,0.9120
-37.2523,49.5657,0.9120,0.9120
-37.1622,49.4756,0.9087,0.9087
-37.0721,49.3855,0.8746,0.8746
-37.0721,49.2954,0.9120,0.9120
-36.9820,49.2053,0.9120,0.9120
-36.8919,49.1152,0.9120,0.9120
-36.8018,49.0251,0.9120,0.9120
-36.7118,48.9350,0.9120,0.9120
-36.6217,48.8449,0.9120,0.9120
-36.5316,48.7549,0.9120,0.9120
-36.4415,48.6648,0.9120,0.9120
-36.3514,48.5747,0.9120,0.9120
-36.2613,48.4846,0.9120,0.9120
-36.1712,48.3945,0.9120,0.9120
-36.0811,48.3044,0.9120,0.9120
-35.9910,48.2143,0.9120,0.9120
-35.9009,48.1242,0.9120,0.9120
-35.8109,48.0341,0.9120,0.9120
-35.7208,47.9440,0.9120,0.9120
-35.6307,47.8540,0.9120,0.9120
-35.5406,47.7639,0.9120,0.9120
-35.4505,47.6738,0.9120,0.9120
-35.3604,47.5837,0.9120,0.9120
-35.2703,47.4936,0.9120,0.9120
-35.1802,47.4035,0.9120,0.9120
-35.0901,47.3134,0.9120,0.9120
-35.0000,47.2233,0.9120,0.9120
-34.9100,47.1332,0.9120,0.9120
-34.8199,47.0431,0.9120,0.9120
-34.7298,46.9531,0.9120,0.9120
-34.6397,46.8630,0.9120,0.9120
-34.5496,46.7729,0.9120,0.9120
-34.4595,46.6828,0.9120,0.9120
-34.3694,46.5927,0.9120,0.9120
-34.2793,46.5026,0.9120,0.9120
-34.1892,46.4125,0.9120,0.9120
-34.0991,46.3224,0.9120,0.9120
-34.0091,46.2323,0.9120,0.9120
-33.9190,46.1422,0.9120,0.9120
-33.8289,46.0522,0.9120,0.9120
-33.7388,45.9621,0.9120,0.9120
-33.6487,45.8720,0.9120,0.9120
-33.5586,45.7819,0.9120,0.9120
-33.4685,45.6918,0.9120,0.9120
-33.3784,45.6017,0.9120,0.9120
-33.2883,45.5116,0.9120,0.9120
-33.1982,45.4215,0.9120,0.9120
-33.1082,45.3314,0.9120,0.9120
-33.0181,45.2413,0.9120,0.9120
-32.9280,45.1513,0.9120,0.9120
-32.8379,45.1513,0.8746,0.8746
-32.7478,45.0612,0.9087,0.9087
-32.6577,44.9711,0.9120,0.9120
-32.5676,44.8810,0.9120,0.9120
-32.4775,44.7909,0.9120,0.9120
-32.3874,44.7008,0.9120,0.9120
-32.2973,44.6107,0.9120,0.9120
-32.2073,44.5206,0.9120,0.9120
-32.1172,44.4305,0.9120,0.9120
-32.0271,44.3404,0.9120,0.9120
-31.9370,44.2504,0.9120,0.9120
-31.8469,44.1603,0.9120,0.9120
-31.7568,44.0702,0.9120,0.9120
-31.6667,43.9801,0.9120,0.9120
-31.5766,43.8900,0.9087,0.9087
-31.4865,43.8900,0.8746,0.8746
-31.3964,43.7999,0.9087,0.9087
-31.3064,43.7098,0.9120,0.9120
-31.2163,43.6197,0.9120,0.9120
-31.1262,43.5296,0.9120,0.9120
-31.0361,43.4395,0.9120,0.9120
-30.9460,43.3495,0.9120,0.9120
-30.8559,43.2594,0.9120,0.9120
-30.7658,43.1693,0.9120,0.9120
-30.6757,43.0792,0.9120,0.9120
-30.5856,42.9891,0.9087,0.9087
-30.4955,42.9891,0.8746,0.8746
-30.4055,42.8990,0.9087,0.9087
-30.3154,42.8089,0.9120,0.9120
-30.2253,42.7188,0.9120,0.9120
-30.1352,42.6287,0.9120,0.9120
-30.0451,42.5386,0.9120,0.9120
-29.9550,42.4486,0.9120,0.9120
-29.8649,42.3585,0.9120,0.9120
-29.7748,42.2684,0.9120,0.9120
-29.6847,42.1783,0.9087,0.9087
-29.5946,42.1783,0.8746,0.8746
-29.5046,42.0882,0.9087,0.9087
-29.4145,41.9981,0.9120,0.9120
-29.3244,41.9080,0.9120,0.9120
-29.2343,41.8179,0.9120,0.9120
-29.1442,41.7278,0.9120,0.9120
-29.0541,41.6377,0.9120,0.9120
-28.9640,41.5477,0.9120,0.9120
-28.8739,41.4576,0.9120,0.9120
-28.7838,41.3675,0.9120,0.9120
-28.6937,41.3675,0.8746,0.8746
-28.6037,41.2774,0.9087,0.9087
-28.5136,41.1873,0.9120,0.9120
-28.4235,41.0972,0.9120,0.9120
-28.3334,41.0071,0.9120,0.9120
-28.2433,40.9170,0.9120,0.9120
-28.1532,40.8269,0.9120,0.9120
-28.0631,40.7368,0.9120,0.9120
-27.9730,40.6468,0.9120,0.9120
-27.8829,40.5567,0.9120,0.9120
-27.7928,40.4666,0.9087,0.9087
-27.7028,40.4666,0.8746,0.8746
-27.6127,40.3765,0.9087,0.9087
-27.5226,40.2864,0.9120,0.9120
-27.4325,40.1963,0.9120,0.9120
-27.3424,40.1062,0.9120,0.9120
-27.2523,40.0161,0.9120,0.9120
-27.1622,39.9260,0.9120,0.9120
-27.0721,39.8359,0.9120,0.9120
-26.9820,39.7459,0.9120,0.9120
-26.8919,39.6558,0.9120,0.9120
-26.8019,39.6558,0.8746,0.8746
-26.7118,39.5657,0.9087,0.9087
-26.6217,39.4756,0.9120,0.9120
-26.5316,39.3855,0.9120,0.9120
-26.4415,39.2954,0.9120,0.9120
-26.3514,39.2053,0.9120,0.9120
-26.2613,39.1152,0.9120,0.9120
-26.1712,39.0251,0.9120,0.9120
-26.0811,38.9350,0.9120,0.9120
-25.9910,38.8450,0.9120,0.9120
-25.9010,38.7549,0.9120,0.9120
-25.8109,38.7549,0.8746,0.8746
-25.7208,38.6648,0.9087,0.9087
-25.6307,38.5747,0.9120,0.9120
-25.5406,38.4846,0.9120,0.9120
-25.4505,38.3945,0.9120,0.9120
-25.3604,38.3044,0.9120,0.9120
-25.2703,38.2143,0.9120,0.9120
-25.1802,38.1242,0.9120,0.9120
-25.0901,38.0341,0.9120,0.9120
-25.0001,37.9441,0.9120,0.9120
-24.9100,37.8540,0.9120,0.9120
-24.8199,37.7639,0.9120,0.9120
-24.7298,37.6738,0.9120,0.9120
-24.6397,37.5837,0.9087,0.9087
-24.6397,37.4936,0.8537,0.8537
-24.5496,37.4035,0.8746,0.8746
-24.4595,37.3134,0.9087,0.9087
-24.3694,37.2233,0.9120,0.9120
-24.2793,37.1332,0.9087,0.9087
-24.2793,37.0432,0.8537,0.8537
-24.1892,36.9531,0.8746,0.8746
-24.0992,36.8630,0.9087,0.9087
-24.0091,36.7729,0.9087,0.9087
-23.9190,36.6828,0.8746,0.8746
-23.9190,36.5927,0.9087,0.9087
-23.8289,36.5026,0.9087,0.9087
-23.7388,36.4125,0.8712,0.8712
-23.7388,36.3224,0.9087,0.9087
-23.7388,36.2323,0.8537,0.8537
-23.6487,36.1423,0.8746,0.8746
-23.6487,36.0522,0.8288,0.8288
-23.5586,35.9621,0.8712,0.8712
-23.4685,35.8720,0.9087,0.9087
-23.4685,35.7819,0.8712,0.8712
-23.3784,35.6918,0.9087,0.9087
-23.3784,35.6017,0.8712,0.8712
-23.2883,35.5116,0.9087,0.9087
-23.2883,35.4215,0.8712,0.8712
-23.1983,35.3314,0.9087,0.9087
-23.1983,35.2414,0.8712,0.8712
-23.1082,35.1513,0.9087,0.9087
-23.1082,35.0612,0.8712,0.8712
-23.0181,34.9711,0.9020,0.9020
-23.0181,34.8810,0.9020,0.9020
-23.0181,34.7909,0.8712,0.8712
-22.9280,34.7008,0.9020,0.9020
-22.9280,34.6107,0.8712,0.8712
-22.8379,34.5206,0.8712,0.8712
-22.8379,34.4305,0.9020,0.9020
-22.8379,34.3405,0.8712,0.8712
-22.7478,34.2504,0.9020,0.9020
-22.7478,34.1603,0.9020,0.9020
-22.7478,34.0702,0.8712,0.8712
-22.7478,33.9801,0.8396,0.8396
-22.6577,33.8900,0.9020,0.9020
-22.6577,33.7999,0.8712,0.8712
-22.6577,33.7098,0.8396,0.8396
-22.6577,33.6197,0.8144,0.8144
-22.5676,33.5296,0.8849,0.8849
-22.5676,33.4396,0.8712,0.8712
-22.5676,33.3495,0.8396,0.8396
-22.5676,33.2594,0.8144,0.8144
-22.4775,33.1693,0.8849,0.8849
-22.4775,33.0792,0.8746,0.8746
-22.4775,32.9891,0.8712,0.8712
-22.3874,32.8990,0.8849,0.8849
-22.3874,32.8089,0.9020,0.9020
-22.3874,32.7188,0.8849,0.8849
-22.3874,32.6287,0.8746,0.8746
-22.3874,32.5387,0.8712,0.8712
-22.3874,32.4486,0.8712,0.8712
-22.3874,32.3585,0.8396,0.8396
-22.3874,32.2684,0.8144,0.8144
-22.3874,32.1783,0.7960,0.7960
-22.3874,32.0882,0.7848,0.7848
-22.2974,31.9981,0.8712,0.8712
-22.2974,31.9080,0.8712,0.8712
-22.2974,31.8179,0.8712,0.8712
-22.2974,31.7278,0.8712,0.8712
-22.2974,31.6378,0.8712,0.8712
-22.2974,31.5477,0.8712,0.8712
-22.2974,31.4576,0.8712,0.8712
-22.2974,31.3675,0.8712,0.8712
-22.2974,31.2774,0.8712,0.8712
-22.2974,31.1873,0.8712,0.8712
-22.2974,31.0972,0.8712,0.8712
-22.2974,31.0071,0.8712,0.8712
-22.2974,30.9170,0.8712,0.8712
-22.2974,30.8269,0.8712,0.8712
-22.2974,30.7369,0.8712,0.8712
-22.2974,30.6468,0.8712,0.8712
-22.2974,30.5567,0.8712,0.8712
-22.2974,30.4666,0.8712,0.8712
-22.2974,30.3765,0.8712,0.8712
-22.2974,30.2864,0.8712,0.8712
-22.2974,30.1963,0.8712,0.8712
-22.2974,30.1062,0.8712,0.8712
-22.2974,30.0161,0.8712,0.8712
-22.2974,29.9260,0.8712,0.8712
-22.2974,29.8360,0.8712,0.8712
-22.2974,29.7459,0.8712,0.8712
-22.2974,29.6558,0.8712,0.8712
-22.2974,29.5657,0.8712,0.8712
-22.2974,29.4756,0.8712,0.8712
-22.3874,29.3855,0.7848,0.7848
